filename,block_collection,page_number,block_index,block_type,level,line_count,span_count,score,text
GDI_0685.pdf,para_blocks,1,13,text,,4,4,0.9789,"Desta forma, neste trabalho estão apresentadas as etapas realizadas para a implementação de inovações no caminhão elétrico comercializado internacionalmente para aplicação em manutenção de redes de distribuição, o que inclui a integração de braço hidráulico e cesto aéreo e sistema seguro e eficiente para recargas de oportunidade do veículo na própria rede de distribuição da concessionária."
GDI_0685.pdf,preproc_blocks,1,13,text,,4,4,0.9789,"Desta forma, neste trabalho estão apresentadas as etapas realizadas para a implementação de inovações no caminhão elétrico comercializado internacionalmente para aplicação em manutenção de redes de distribuição, o que inclui a integração de braço hidráulico e cesto aéreo e sistema seguro e eficiente para recargas de oportunidade do veículo na própria rede de distribuição da concessionária."
GDI_0685.pdf,para_blocks,1,16,text,,3,3,0.9744,"O veículo escolhido para as implementações necessárias ao desenvolvimento do caminhão elétrico para manutenção de redes de distribuição é o caminhão BYD modelo T7 com pack de baterias de aproximadamente 160 kW, que pode ser observado na Figura 1."
GDI_0685.pdf,preproc_blocks,1,16,text,,3,3,0.9744,"O veículo escolhido para as implementações necessárias ao desenvolvimento do caminhão elétrico para manutenção de redes de distribuição é o caminhão BYD modelo T7 com pack de baterias de aproximadamente 160 kW, que pode ser observado na Figura 1."
GDI_0685.pdf,para_blocks,2,4,text,,16,16,0.9874,"O primeiro passo no desenvolvimento de um veículo comercial de carga é a definição do Peso Bruto Total (PBT) para chassi rígido. O Peso em Ordem de Marcha (POM) do veículo em questão é de 4.750 kg, que corresponde ao peso próprio do caminhão considerando que todos os reservatórios (de expansão do sistema de arrefecimento, de óleo do sistema de direção, etc.) por exemplo estejam com pelo menos 90% de sua capacidade preenchida. Com isso, através da subtração do POM do PBT do veículo obteve-se uma carga líquida para transporte de 7.050kg (carga líquida = 11.800kg – 4.750kg) para o caminhão elétrico de manutenção de redes de distribuição. Outro fator importante a ser considerado em veículos comerciais é a distribuição de carga por eixo. O CONTRAN – Conselho Nacional de Trânsito, de acordo com a resolução n° 210 e resolução n° 211 ambas de 13/11/2006, diz que veículos da categoria do T7 com PBT de até 16.000kg permitem o peso máximo de 6.000 kg no eixo dianteiro e 10.000 kg no eixo traseiro. Assim, considerando as limitações de peso impostas pelo CONTRAN, foi realizado o estudo de distribuição de cargas considerando o conjunto caminhão (T7), carroceria e cesto aéreo (Figura 3) para o desenvolvimento do caminhão elétrico para manutenção de redes de distribuição, que apresentou como resultado que com a implementação do cesto aéreo o peso do veículo completo atinge 7.440 kg, ultrapassando o peso mínimo de 5.940 kg exigidos para estabilidade do veículo e em uma distribuição de carga por eixo que atende a especificação técnica do veículo e à norma brasileira do CONTRAN no que se refere a transferência de carga máxima ao solo, conforme pode-se verificar na Figura 2 – Conjunto caminhão, carroceria e cesto aéreo"
GDI_0685.pdf,preproc_blocks,2,4,text,,16,16,0.9874,"O primeiro passo no desenvolvimento de um veículo comercial de carga é a definição do Peso Bruto Total (PBT) para chassi rígido. O Peso em Ordem de Marcha (POM) do veículo em questão é de 4.750 kg, que corresponde ao peso próprio do caminhão considerando que todos os reservatórios (de expansão do sistema de arrefecimento, de óleo do sistema de direção, etc.) por exemplo estejam com pelo menos 90% de sua capacidade preenchida. Com isso, através da subtração do POM do PBT do veículo obteve-se uma carga líquida para transporte de 7.050kg (carga líquida = 11.800kg – 4.750kg) para o caminhão elétrico de manutenção de redes de distribuição. Outro fator importante a ser considerado em veículos comerciais é a distribuição de carga por eixo. O CONTRAN – Conselho Nacional de Trânsito, de acordo com a resolução n° 210 e resolução n° 211 ambas de 13/11/2006, diz que veículos da categoria do T7 com PBT de até 16.000kg permitem o peso máximo de 6.000 kg no eixo dianteiro e 10.000 kg no eixo traseiro. Assim, considerando as limitações de peso impostas pelo CONTRAN, foi realizado o estudo de distribuição de cargas considerando o conjunto caminhão (T7), carroceria e cesto aéreo (Figura 3) para o desenvolvimento do caminhão elétrico para manutenção de redes de distribuição, que apresentou como resultado que com a implementação do cesto aéreo o peso do veículo completo atinge 7.440 kg, ultrapassando o peso mínimo de 5.940 kg exigidos para estabilidade do veículo e em uma distribuição de carga por eixo que atende a especificação técnica do veículo e à norma brasileira do CONTRAN no que se refere a transferência de carga máxima ao solo, conforme pode-se verificar na Figura 2 – Conjunto caminhão, carroceria e cesto aéreo"
GDI_0685.pdf,para_blocks,2,5,text,,4,4,0.9795,"Tabela 1. Em relação às dimensões gerais do caminhão um pré-requisito definido foi que o mesmo tivesse a menor distância entre eixos (entre os centros dos eixos dianteiro e traseiro) possível, para assim diminuir o raio de giro e facilitar o esterçamento do caminhão em ruas estreitas. Assim, chegou-se a uma distância entre eixos de 3.850 mm obtendo um raio de giro máximo de 9.000 mm."
GDI_0685.pdf,preproc_blocks,2,5,text,,4,4,0.9795,"Tabela 1. Em relação às dimensões gerais do caminhão um pré-requisito definido foi que o mesmo tivesse a menor distância entre eixos (entre os centros dos eixos dianteiro e traseiro) possível, para assim diminuir o raio de giro e facilitar o esterçamento do caminhão em ruas estreitas. Assim, chegou-se a uma distância entre eixos de 3.850 mm obtendo um raio de giro máximo de 9.000 mm."
GDI_0685.pdf,para_blocks,3,2,text,,2,2,0.9698,"Os modelos de cesto aéreo e bomba hidráulica escolhidos foram, respectivamente, o Versalift SST-40EIH e Hybel do tipo “engrenagem”."
GDI_0685.pdf,preproc_blocks,3,2,text,,2,2,0.9698,"Os modelos de cesto aéreo e bomba hidráulica escolhidos foram, respectivamente, o Versalift SST-40EIH e Hybel do tipo “engrenagem”."
GDI_0685.pdf,para_blocks,3,4,text,,8,8,0.9878,"Com base nos equipamentos a serem implementados foram realizados estudos para o desenvolvimento de PTO para energizar o conjunto cesto aéreo e bomba hidráulica. O PTO conta com um motor elétrico de 11 kW de potência, dimensionado para atender a potência mínima exigida pelo conjunto, e 1800 rpm de rotação, considerando a vazão requerida de 21,6 L/m requerida pela bomba hidráulica. Ainda, o PTO conta com um inversor com entrada compatível com os níveis de tensão da bateria de alta tensão (Vdc), saída trifásica no nível de tensão do motor (270 Vca) e módulo de comunicação CAN compatível com a rede de comunicação do chassi, pois as funções de comando e gerenciamento da segurança da aplicação são executadas em último nível pelas centrais do caminhão, e saída trifásica no nível de tensão do motor."
GDI_0685.pdf,preproc_blocks,3,4,text,,8,8,0.9878,"Com base nos equipamentos a serem implementados foram realizados estudos para o desenvolvimento de PTO para energizar o conjunto cesto aéreo e bomba hidráulica. O PTO conta com um motor elétrico de 11 kW de potência, dimensionado para atender a potência mínima exigida pelo conjunto, e 1800 rpm de rotação, considerando a vazão requerida de 21,6 L/m requerida pela bomba hidráulica. Ainda, o PTO conta com um inversor com entrada compatível com os níveis de tensão da bateria de alta tensão (Vdc), saída trifásica no nível de tensão do motor (270 Vca) e módulo de comunicação CAN compatível com a rede de comunicação do chassi, pois as funções de comando e gerenciamento da segurança da aplicação são executadas em último nível pelas centrais do caminhão, e saída trifásica no nível de tensão do motor."
GDI_0685.pdf,para_blocks,3,5,text,,6,6,0.9873,"Para acionamento do sistema eletro hidráulico foram implementados no caminhão elétrico 2 botões (um no cesto aéreo e outro nos controles da torre), os quais enviam sinais para o inversor iniciar a energização do motor considerando quatro requisitos para o veículo: não estar com falha no chassi; velocidade igual a 0; freio de estacionamento acionado; e, marcha em Neutro. Existe ainda a possibilidade do operador após o posicionamento do cesto aéreo, desligar o sistema pelo botão contido no cesto aéreo, o que reduz o consumo de bateria de alta tensão e impacta positivamente na autonomia do veículo."
GDI_0685.pdf,preproc_blocks,3,5,text,,6,6,0.9873,"Para acionamento do sistema eletro hidráulico foram implementados no caminhão elétrico 2 botões (um no cesto aéreo e outro nos controles da torre), os quais enviam sinais para o inversor iniciar a energização do motor considerando quatro requisitos para o veículo: não estar com falha no chassi; velocidade igual a 0; freio de estacionamento acionado; e, marcha em Neutro. Existe ainda a possibilidade do operador após o posicionamento do cesto aéreo, desligar o sistema pelo botão contido no cesto aéreo, o que reduz o consumo de bateria de alta tensão e impacta positivamente na autonomia do veículo."
GDI_0685.pdf,para_blocks,3,6,text,,3,3,0.9767,"Baseado no consumo elétrico do chassi do caminhão e nas cargas auxiliares (farol, lanternas, rádio, etc.) ainda foi realizado o balanço energético e dimensionado um conversor DC/DC (potência de 2,5 kW e tensão de 28 V) para atender as características da aplicação."
GDI_0685.pdf,preproc_blocks,3,6,text,,3,3,0.9767,"Baseado no consumo elétrico do chassi do caminhão e nas cargas auxiliares (farol, lanternas, rádio, etc.) ainda foi realizado o balanço energético e dimensionado um conversor DC/DC (potência de 2,5 kW e tensão de 28 V) para atender as características da aplicação."
GDI_0685.pdf,para_blocks,3,8,text,,9,9,0.9882,"Como inovação, no projeto de P&D “Desenvolvimento de Caminhão Elétrico para Manutenção de Redes de Distribuição” foram previstas pelo veículo a realização das chamadas recargas de oportunidade na própria rede de distribuição da Neoenergia Elektro, com o intuito de possibilitar a circulação do mesmo e a realização das atividades de manutenção sem depender exclusivamente dos pontos de recarga fixos (eletropostos). Para viabilizar as recargas de oportunidade foi especificado um sistema, que conta com carregador embarcado no caminhão, um transformador, elementos de proteção e os elementos para conexão na rede de distribuição de BT da concessionária. Também foi definido procedimento seguro e adequado, com base em ensaios laboratoriais, para a execução das recargas de oportunidade. Na Figura 3 pode ser visualizado uma ilustração do sistema para recargas de oportunidade do caminhão elétrico."
GDI_0685.pdf,preproc_blocks,3,8,text,,9,9,0.9882,"Como inovação, no projeto de P&D “Desenvolvimento de Caminhão Elétrico para Manutenção de Redes de Distribuição” foram previstas pelo veículo a realização das chamadas recargas de oportunidade na própria rede de distribuição da Neoenergia Elektro, com o intuito de possibilitar a circulação do mesmo e a realização das atividades de manutenção sem depender exclusivamente dos pontos de recarga fixos (eletropostos). Para viabilizar as recargas de oportunidade foi especificado um sistema, que conta com carregador embarcado no caminhão, um transformador, elementos de proteção e os elementos para conexão na rede de distribuição de BT da concessionária. Também foi definido procedimento seguro e adequado, com base em ensaios laboratoriais, para a execução das recargas de oportunidade. Na Figura 3 pode ser visualizado uma ilustração do sistema para recargas de oportunidade do caminhão elétrico."
GDI_0685.pdf,para_blocks,3,11,text,,6,6,0.9869,"O carregador embarcado definido para a implementação é o modelo BYD de 40 kW – 380 V que permite realizar a recarga total ou parcial do veículo diretamente de secundário dos transformadores da rede de distribuição. Como o secundário dos transformadores de distribuição são trifásicos 220 V também foi necessário embarcar um transformador elevador para adequar o nível de tensão requerido para o carregador (380-220 V). Ainda, equipamentos acessórios para a conexão na rede compreendem o sistema, tais como: carretel retrátil à mola embarcado; cabo tetrapolar flexível; carretilha de sustentação; e conectores."
GDI_0685.pdf,preproc_blocks,3,11,text,,6,6,0.9869,"O carregador embarcado definido para a implementação é o modelo BYD de 40 kW – 380 V que permite realizar a recarga total ou parcial do veículo diretamente de secundário dos transformadores da rede de distribuição. Como o secundário dos transformadores de distribuição são trifásicos 220 V também foi necessário embarcar um transformador elevador para adequar o nível de tensão requerido para o carregador (380-220 V). Ainda, equipamentos acessórios para a conexão na rede compreendem o sistema, tais como: carretel retrátil à mola embarcado; cabo tetrapolar flexível; carretilha de sustentação; e conectores."
GDI_0685.pdf,para_blocks,3,12,text,,2,2,0.9688,A disponibilidade de potência na rede para as recargas de oportunidade foi objeto de estudo e resultou em metodologia própria com base na realização de simulações computacionais do sistema elétrico.
GDI_0685.pdf,preproc_blocks,3,12,text,,2,2,0.9688,A disponibilidade de potência na rede para as recargas de oportunidade foi objeto de estudo e resultou em metodologia própria com base na realização de simulações computacionais do sistema elétrico.
GDI_0685.pdf,para_blocks,4,2,text,,3,3,0.9788,"O procedimento elaborado para a conexão segura e eficiente do caminhão à rede de BT para as recargas de oportunidade foi testado e validado em laboratório e foi desenvolvido seguindo as normas e regulamentações de segurança vigentes ([4], [5])."
GDI_0685.pdf,preproc_blocks,4,2,text,,3,3,0.9788,"O procedimento elaborado para a conexão segura e eficiente do caminhão à rede de BT para as recargas de oportunidade foi testado e validado em laboratório e foi desenvolvido seguindo as normas e regulamentações de segurança vigentes ([4], [5])."
GDI_0685.pdf,para_blocks,4,6,text,,6,6,0.9875,"A fabricação de duas unidades de caminhão elétrico aconteceu na cidade de Shenzhen nas dependências da fábrica da BYD China entre o período de junho e julho de 2021, com supervisão da equipe BYD Brasil e seguiu os procedimentos estabelecidos pela fabricante no que tange às características convencionais do caminhão de “mercado” vendido. Quanto às características específicas para o atendimento às necessidades do projeto de PD foram conduzidas de forma particular e em acordo com os requisitos apresentados na seção 2.1 deste trabalho. As principais etapas de fabricação foram:"
GDI_0685.pdf,preproc_blocks,4,6,text,,6,6,0.9875,"A fabricação de duas unidades de caminhão elétrico aconteceu na cidade de Shenzhen nas dependências da fábrica da BYD China entre o período de junho e julho de 2021, com supervisão da equipe BYD Brasil e seguiu os procedimentos estabelecidos pela fabricante no que tange às características convencionais do caminhão de “mercado” vendido. Quanto às características específicas para o atendimento às necessidades do projeto de PD foram conduzidas de forma particular e em acordo com os requisitos apresentados na seção 2.1 deste trabalho. As principais etapas de fabricação foram:"
GDI_0685.pdf,para_blocks,4,12,text,,5,5,0.9842,"Montagem do sistema de alta tensão na estrutura do chassi do caminhão: responsável por fornecer energia suficiente para impulsionar o motor de tração e também por alimentar alguns componentes elétricos de baixa tensão do caminhão. A bateria é feita de ferro fosfato lítio, tem capacidade de 174 kWh e a tensão de 512V. Ela fornece energia em padrão corrente contínua, que é transformada em corrente alternada pelo controlador do motor, para alimentação do motor de tração;"
GDI_0685.pdf,preproc_blocks,4,12,text,,5,5,0.9842,"Montagem do sistema de alta tensão na estrutura do chassi do caminhão: responsável por fornecer energia suficiente para impulsionar o motor de tração e também por alimentar alguns componentes elétricos de baixa tensão do caminhão. A bateria é feita de ferro fosfato lítio, tem capacidade de 174 kWh e a tensão de 512V. Ela fornece energia em padrão corrente contínua, que é transformada em corrente alternada pelo controlador do motor, para alimentação do motor de tração;"
GDI_0685.pdf,para_blocks,4,17,text,,3,3,0.837,"Após a fabricação os veículos foram transportados para o Brasil. Na BYD Brasil foi realizada a inspeção dos veículos e aprovação quanto aos requisitos previamente definidos. N sequencia foi realizada a implementação do conjunto cesto aéreo e bomba hidráulica, do PTO (inversor, motor auxiliar) e do sistema para recargas de oportunidade."
GDI_0685.pdf,preproc_blocks,4,17,text,,3,3,0.837,"Após a fabricação os veículos foram transportados para o Brasil. Na BYD Brasil foi realizada a inspeção dos veículos e aprovação quanto aos requisitos previamente definidos. N sequencia foi realizada a implementação do conjunto cesto aéreo e bomba hidráulica, do PTO (inversor, motor auxiliar) e do sistema para recargas de oportunidade."
GDI_0685.pdf,para_blocks,5,6,text,,11,11,0.987,"Os protótipos foram submetidos em laboratório a testes de segurança, confiabilidade e autonomia. O cesto aéreo foi aprovado nos ensaios de emissão acústica (ABNT NBR 16593 [6]), estabilidade e de alta tensão (ambos ABNT NBR 16092:2018 [7]). Em ensaios para simulação das recargas de oportunidade do CE foram validados os procedimentos para conexão segura e eficiente à rede de BT. Também foram monitoradas grandezas elétricas, em etapas de pré- inicialização, início e interrupção de recarga da bateria, com carregamentos efetivos entre 15 e 35 kW, onde o carregador do CE manteve o consumo de corrente constante e não houveram valores consideráveis de potência reativa durante o carregamento (fator de potência superior a 0,92). Quanto à curva de carga da bateria verificou-se que entre 47-99% há um comportamento linear (≈2h) e entre 99-100% o carregamento ocorre de forma mais lenta (≈20min). Ainda foram avaliadas a temperatura das conexões, da carcaça do motor e do inversor durante operação do cesto aéreo, a vibração do motor, ruído interno na cabine, entre outros, e todos tiveram os requisitos atendidos e valores abaixo da especificação dos fabricantes."
GDI_0685.pdf,preproc_blocks,5,6,text,,11,11,0.987,"Os protótipos foram submetidos em laboratório a testes de segurança, confiabilidade e autonomia. O cesto aéreo foi aprovado nos ensaios de emissão acústica (ABNT NBR 16593 [6]), estabilidade e de alta tensão (ambos ABNT NBR 16092:2018 [7]). Em ensaios para simulação das recargas de oportunidade do CE foram validados os procedimentos para conexão segura e eficiente à rede de BT. Também foram monitoradas grandezas elétricas, em etapas de pré- inicialização, início e interrupção de recarga da bateria, com carregamentos efetivos entre 15 e 35 kW, onde o carregador do CE manteve o consumo de corrente constante e não houveram valores consideráveis de potência reativa durante o carregamento (fator de potência superior a 0,92). Quanto à curva de carga da bateria verificou-se que entre 47-99% há um comportamento linear (≈2h) e entre 99-100% o carregamento ocorre de forma mais lenta (≈20min). Ainda foram avaliadas a temperatura das conexões, da carcaça do motor e do inversor durante operação do cesto aéreo, a vibração do motor, ruído interno na cabine, entre outros, e todos tiveram os requisitos atendidos e valores abaixo da especificação dos fabricantes."
GDI_0685.pdf,para_blocks,6,3,text,,2,2,0.9725,"Em campo, foi realizado o monitoramento da operação dos protótipos, nas cidades de Limeira e Mairiporã no estado de São Paulo. Os veículos entraram em operação após a finalização dos testes a partir do mês de outubro de 2022."
GDI_0685.pdf,preproc_blocks,6,3,text,,2,2,0.9725,"Em campo, foi realizado o monitoramento da operação dos protótipos, nas cidades de Limeira e Mairiporã no estado de São Paulo. Os veículos entraram em operação após a finalização dos testes a partir do mês de outubro de 2022."
GDI_0685.pdf,para_blocks,6,4,text,,5,5,0.9853,"Foram realizados dois dias de monitoramento assistido, o primeiro monitoramento e acompanhamento foi realizado no caminhão elétrico e nas operações realizadas na base da NEOENERGIA ELEKTRO em Limeira/SP. A Figura 8 mostra algumas imagens do caminhão elétrico em operação nesta unidade. Durante o período de operação foram percorridos aproximadamente 75 km, com aclive máximo de 11,8% e velocidade máxima de 59 km/h, apresentando um consumo de 31,2 % da bateria do caminhão elétrico."
GDI_0685.pdf,preproc_blocks,6,4,text,,5,5,0.9853,"Foram realizados dois dias de monitoramento assistido, o primeiro monitoramento e acompanhamento foi realizado no caminhão elétrico e nas operações realizadas na base da NEOENERGIA ELEKTRO em Limeira/SP. A Figura 8 mostra algumas imagens do caminhão elétrico em operação nesta unidade. Durante o período de operação foram percorridos aproximadamente 75 km, com aclive máximo de 11,8% e velocidade máxima de 59 km/h, apresentando um consumo de 31,2 % da bateria do caminhão elétrico."
GDI_0685.pdf,para_blocks,6,9,text,,5,5,0.9823,"O segundo monitoramento e acompanhamento foi realizado no caminhão elétrico nas operações realizadas na base da NEOENERGIA ELEKTRO em Mairiporã/SP. A Figura 9 mostra algumas imagens do caminhão elétrico em operação nesta unidade. Durante o período de operação foram percorridos aproximadamente 58 km, com aclive máximo de 20,85% e velocidade máxima de 75 km/h, apresentando um consumo de 35,2 % da bateria do caminhão elétrico."
GDI_0685.pdf,preproc_blocks,6,9,text,,5,5,0.9823,"O segundo monitoramento e acompanhamento foi realizado no caminhão elétrico nas operações realizadas na base da NEOENERGIA ELEKTRO em Mairiporã/SP. A Figura 9 mostra algumas imagens do caminhão elétrico em operação nesta unidade. Durante o período de operação foram percorridos aproximadamente 58 km, com aclive máximo de 20,85% e velocidade máxima de 75 km/h, apresentando um consumo de 35,2 % da bateria do caminhão elétrico."
GDI_0685.pdf,para_blocks,6,14,text,,7,7,0.9839,"A Tabela 2 apresenta as estatísticas obtidas no período de monitoramento dos caminhões, entre outubro e novembro de 2022. É possível identificar que o caminhão de Mairiporã foi utilizado durante maior número de dias no período de outubro e novembro, consequentemente ele percorreu maior distância e teve maiores tempos totais de ignição ligada e em movimento. No entanto, ao se analisar as médias diárias, é possível notar que o tempo médio diário de ignição ligada do caminhão de Mairiporã é inferior ao de Limeira (cerca de 1h 25min) enquanto o de movimento é maior em aproximadamente 30min. Já no trajeto percorrido, as médias diárias para os dois veículos são semelhantes, de 46km e 49km respectivamente."
GDI_0685.pdf,preproc_blocks,6,14,text,,7,7,0.9839,"A Tabela 2 apresenta as estatísticas obtidas no período de monitoramento dos caminhões, entre outubro e novembro de 2022. É possível identificar que o caminhão de Mairiporã foi utilizado durante maior número de dias no período de outubro e novembro, consequentemente ele percorreu maior distância e teve maiores tempos totais de ignição ligada e em movimento. No entanto, ao se analisar as médias diárias, é possível notar que o tempo médio diário de ignição ligada do caminhão de Mairiporã é inferior ao de Limeira (cerca de 1h 25min) enquanto o de movimento é maior em aproximadamente 30min. Já no trajeto percorrido, as médias diárias para os dois veículos são semelhantes, de 46km e 49km respectivamente."
GDI_0685.pdf,para_blocks,7,4,text,,5,5,0.9147,"No caminhão de Mairiporã a maior distância percorrida foi de 210 km, levemente acima da autonomia de fábrica de 200 km. Nesse dia, o veículo se deslocou até a cidade de Campinas para passar por uma revisão na fábrica da BYD. O trajeto de ida e volta foi realizado sem recargas intermediárias e o motorista informou que o veículo retornou à base com aproximadamente 30% de carga na bateria. Essa quilometragem superior à autonomia prevista se deve, principalmente, ao freio regenerativo, bastante utilizado pois o percurso possui longos trechos de declive."
GDI_0685.pdf,preproc_blocks,7,4,text,,5,5,0.9147,"No caminhão de Mairiporã a maior distância percorrida foi de 210 km, levemente acima da autonomia de fábrica de 200 km. Nesse dia, o veículo se deslocou até a cidade de Campinas para passar por uma revisão na fábrica da BYD. O trajeto de ida e volta foi realizado sem recargas intermediárias e o motorista informou que o veículo retornou à base com aproximadamente 30% de carga na bateria. Essa quilometragem superior à autonomia prevista se deve, principalmente, ao freio regenerativo, bastante utilizado pois o percurso possui longos trechos de declive."
GDI_0685.pdf,para_blocks,7,5,text,,3,3,0.9577,"A maior distância percorrida em um dia pelo caminhão de Limeira foi de 103 km, bem abaixo da autonomia do veículo. De maneira geral, a média de quilômetros percorridos durante os dois meses pelos dois caminhões foi de 48 km/dia, o que é bem inferior a autonomia prevista."
GDI_0685.pdf,preproc_blocks,7,5,text,,3,3,0.9577,"A maior distância percorrida em um dia pelo caminhão de Limeira foi de 103 km, bem abaixo da autonomia do veículo. De maneira geral, a média de quilômetros percorridos durante os dois meses pelos dois caminhões foi de 48 km/dia, o que é bem inferior a autonomia prevista."
GDI_0685.pdf,para_blocks,7,7,text,,7,7,0.988,"O desenvolvimento do caminhão elétrico para utilização em serviços de manutenção de redes de distribuição de energia foi concluído com sucesso, os veículos estão em operação há mais de seis meses e sua utilização foi incorporada junto a frota da concessionária. A autonomia da bateria atendeu às necessidades de todos os percursos e atividades, não sendo relatado nenhum problema quanto a este quesito. Os resultados apresentados foram satisfatórios e indicam que o caminhão elétrico com carregador embarcado, desenvolvido para manutenção de rede de distribuição de energia, atende aos parâmetros fornecidos pelos fabricantes para os componentes preestabelecidos no escopo do projeto."
