filename,block_collection,page_number,block_index,block_type,block_level,line_index,line_text,line_x0,line_y0,line_x1,line_y1
GDI_0685.pdf,preproc_blocks,1,12,text,,2,"o Lactec (instituto de pesquisa), com a BYD (indústria de veículos elétricos) e a com a PLE (desenvolvedora de",66.0,530.0,531.0,539.0
GDI_0685.pdf,para_blocks,1,12,text,,3,soluções em eletroeletrônicos) propuseram a realização de um projeto de P&D para o Desenvolvimento de Caminhão,66.0,540.0,532.0,551.0
GDI_0685.pdf,preproc_blocks,1,12,text,,3,soluções em eletroeletrônicos) propuseram a realização de um projeto de P&D para o Desenvolvimento de Caminhão,66.0,540.0,532.0,551.0
GDI_0685.pdf,para_blocks,1,12,text,,4,"Elétrico para Manutenção de Redes de Distribuição, com conjunto inteligente para o gerenciamento da recarga e",65.0,550.0,532.0,561.0
GDI_0685.pdf,preproc_blocks,1,12,text,,4,"Elétrico para Manutenção de Redes de Distribuição, com conjunto inteligente para o gerenciamento da recarga e",65.0,550.0,532.0,561.0
GDI_0685.pdf,para_blocks,1,12,text,,5,sistema seguro e eficiente para recargas do veículo na própria rede da concessionária [3].,66.0,561.0,427.0,570.0
GDI_0685.pdf,preproc_blocks,1,12,text,,5,sistema seguro e eficiente para recargas do veículo na própria rede da concessionária [3].,66.0,561.0,427.0,570.0
GDI_0685.pdf,para_blocks,1,13,text,,0,"Desta forma, neste trabalho estão apresentadas as etapas realizadas para a implementação de inovações no",66.0,577.0,531.0,587.0
GDI_0685.pdf,preproc_blocks,1,13,text,,0,"Desta forma, neste trabalho estão apresentadas as etapas realizadas para a implementação de inovações no",66.0,577.0,531.0,587.0
GDI_0685.pdf,para_blocks,1,13,text,,1,"caminhão elétrico comercializado internacionalmente para aplicação em manutenção de redes de distribuição, o que",66.0,587.0,531.0,598.0
GDI_0685.pdf,preproc_blocks,1,13,text,,1,"caminhão elétrico comercializado internacionalmente para aplicação em manutenção de redes de distribuição, o que",66.0,587.0,531.0,598.0
GDI_0685.pdf,para_blocks,1,13,text,,2,inclui a integração de braço hidráulico e cesto aéreo e sistema seguro e eficiente para recargas de oportunidade do,67.0,599.0,531.0,607.0
GDI_0685.pdf,preproc_blocks,1,13,text,,2,inclui a integração de braço hidráulico e cesto aéreo e sistema seguro e eficiente para recargas de oportunidade do,67.0,599.0,531.0,607.0
GDI_0685.pdf,para_blocks,1,13,text,,3,veículo na própria rede de distribuição da concessionária.,66.0,609.0,298.0,618.0
GDI_0685.pdf,preproc_blocks,1,13,text,,3,veículo na própria rede de distribuição da concessionária.,66.0,609.0,298.0,618.0
GDI_0685.pdf,para_blocks,1,16,text,,0,O veículo escolhido para as implementações necessárias ao desenvolvimento do caminhão elétrico para manutenção,66.0,666.0,531.0,676.0
GDI_0685.pdf,preproc_blocks,1,16,text,,0,O veículo escolhido para as implementações necessárias ao desenvolvimento do caminhão elétrico para manutenção,66.0,666.0,531.0,676.0
GDI_0685.pdf,para_blocks,1,16,text,,1,"de redes de distribuição é o caminhão BYD modelo T7 com pack de baterias de aproximadamente 160 kW, que pode",67.0,678.0,530.0,685.0
GDI_0685.pdf,preproc_blocks,1,16,text,,1,"de redes de distribuição é o caminhão BYD modelo T7 com pack de baterias de aproximadamente 160 kW, que pode",67.0,678.0,530.0,685.0
GDI_0685.pdf,para_blocks,1,16,text,,2,ser observado na Figura 1.,66.0,687.0,175.0,696.0
GDI_0685.pdf,preproc_blocks,1,16,text,,2,ser observado na Figura 1.,66.0,687.0,175.0,696.0
GDI_0685.pdf,para_blocks,2,4,text,,0,O primeiro passo no desenvolvimento de um veículo comercial de carga é a definição do Peso Bruto Total (PBT),66.0,248.0,531.0,258.0
GDI_0685.pdf,preproc_blocks,2,4,text,,0,O primeiro passo no desenvolvimento de um veículo comercial de carga é a definição do Peso Bruto Total (PBT),66.0,248.0,531.0,258.0
GDI_0685.pdf,para_blocks,2,4,text,,1,"para chassi rígido. O Peso em Ordem de Marcha (POM) do veículo em questão é de 4.750 kg, que corresponde ao",67.0,259.0,531.0,268.0
GDI_0685.pdf,preproc_blocks,2,4,text,,1,"para chassi rígido. O Peso em Ordem de Marcha (POM) do veículo em questão é de 4.750 kg, que corresponde ao",67.0,259.0,531.0,268.0
GDI_0685.pdf,para_blocks,2,4,text,,2,"peso próprio do caminhão considerando que todos os reservatórios (de expansão do sistema de arrefecimento, de",67.0,268.0,531.0,277.0
GDI_0685.pdf,preproc_blocks,2,4,text,,2,"peso próprio do caminhão considerando que todos os reservatórios (de expansão do sistema de arrefecimento, de",67.0,268.0,531.0,277.0
GDI_0685.pdf,para_blocks,2,4,text,,3,"óleo do sistema de direção, etc.) por exemplo estejam com pelo menos 90% de sua capacidade preenchida. Com",67.0,279.0,530.0,288.0
GDI_0685.pdf,preproc_blocks,2,4,text,,3,"óleo do sistema de direção, etc.) por exemplo estejam com pelo menos 90% de sua capacidade preenchida. Com",67.0,279.0,530.0,288.0
GDI_0685.pdf,para_blocks,2,4,text,,4,"isso, através da subtração do POM do PBT do veículo obteve-se uma carga líquida para transporte de 7.050kg (carga",66.0,288.0,531.0,299.0
GDI_0685.pdf,preproc_blocks,2,4,text,,4,"isso, através da subtração do POM do PBT do veículo obteve-se uma carga líquida para transporte de 7.050kg (carga",66.0,288.0,531.0,299.0
GDI_0685.pdf,para_blocks,2,4,text,,5,líquida = 11.800kg – 4.750kg) para o caminhão elétrico de manutenção de redes de distribuição. Outro fator,67.0,298.0,531.0,307.0
GDI_0685.pdf,preproc_blocks,2,4,text,,5,líquida = 11.800kg – 4.750kg) para o caminhão elétrico de manutenção de redes de distribuição. Outro fator,67.0,298.0,531.0,307.0
GDI_0685.pdf,para_blocks,2,4,text,,6,importante a ser considerado em veículos comerciais é a distribuição de carga por eixo. O CONTRAN – Conselho,67.0,309.0,531.0,317.0
GDI_0685.pdf,preproc_blocks,2,4,text,,6,importante a ser considerado em veículos comerciais é a distribuição de carga por eixo. O CONTRAN – Conselho,67.0,309.0,531.0,317.0
GDI_0685.pdf,para_blocks,2,4,text,,7,"Nacional de Trânsito, de acordo com a resolução n° 210 e resolução n° 211 ambas de 13/11/2006, diz que veículos",66.0,318.0,531.0,327.0
GDI_0685.pdf,preproc_blocks,2,4,text,,7,"Nacional de Trânsito, de acordo com a resolução n° 210 e resolução n° 211 ambas de 13/11/2006, diz que veículos",66.0,318.0,531.0,327.0
GDI_0685.pdf,para_blocks,2,4,text,,8,da categoria do T7 com PBT de até 16.000kg permitem o peso máximo de 6.000 kg no eixo dianteiro e 10.000 kg no,67.0,329.0,530.0,337.0
GDI_0685.pdf,preproc_blocks,2,4,text,,8,da categoria do T7 com PBT de até 16.000kg permitem o peso máximo de 6.000 kg no eixo dianteiro e 10.000 kg no,67.0,329.0,530.0,337.0
GDI_0685.pdf,para_blocks,2,4,text,,9,"eixo traseiro. Assim, considerando as limitações de peso impostas pelo CONTRAN, foi realizado o estudo de",67.0,339.0,531.0,348.0
GDI_0685.pdf,preproc_blocks,2,4,text,,9,"eixo traseiro. Assim, considerando as limitações de peso impostas pelo CONTRAN, foi realizado o estudo de",67.0,339.0,531.0,348.0
GDI_0685.pdf,para_blocks,2,4,text,,10,"distribuição de cargas considerando o conjunto caminhão (T7), carroceria e cesto aéreo (Figura 3) para o",66.0,348.0,532.0,358.0
GDI_0685.pdf,preproc_blocks,2,4,text,,10,"distribuição de cargas considerando o conjunto caminhão (T7), carroceria e cesto aéreo (Figura 3) para o",66.0,348.0,532.0,358.0
GDI_0685.pdf,para_blocks,2,4,text,,11,"desenvolvimento do caminhão elétrico para manutenção de redes de distribuição, que apresentou como resultado",67.0,358.0,531.0,367.0
GDI_0685.pdf,preproc_blocks,2,4,text,,11,"desenvolvimento do caminhão elétrico para manutenção de redes de distribuição, que apresentou como resultado",67.0,358.0,531.0,367.0
GDI_0685.pdf,para_blocks,2,4,text,,12,"que com a implementação do cesto aéreo o peso do veículo completo atinge 7.440 kg, ultrapassando o peso mínimo",67.0,369.0,531.0,378.0
GDI_0685.pdf,preproc_blocks,2,4,text,,12,"que com a implementação do cesto aéreo o peso do veículo completo atinge 7.440 kg, ultrapassando o peso mínimo",67.0,369.0,531.0,378.0
GDI_0685.pdf,para_blocks,2,4,text,,13,de 5.940 kg exigidos para estabilidade do veículo e em uma distribuição de carga por eixo que atende a especificação,66.0,378.0,531.0,388.0
GDI_0685.pdf,preproc_blocks,2,4,text,,13,de 5.940 kg exigidos para estabilidade do veículo e em uma distribuição de carga por eixo que atende a especificação,66.0,378.0,531.0,388.0
GDI_0685.pdf,para_blocks,2,4,text,,14,"técnica do veículo e à norma brasileira do CONTRAN no que se refere a transferência de carga máxima ao solo,",67.0,388.0,530.0,397.0
GDI_0685.pdf,preproc_blocks,2,4,text,,14,"técnica do veículo e à norma brasileira do CONTRAN no que se refere a transferência de carga máxima ao solo,",67.0,388.0,530.0,397.0
GDI_0685.pdf,para_blocks,2,4,text,,15,"conforme pode-se verificar na Figura 2 – Conjunto caminhão, carroceria e cesto aéreo",67.0,398.0,392.0,407.0
GDI_0685.pdf,preproc_blocks,2,4,text,,15,"conforme pode-se verificar na Figura 2 – Conjunto caminhão, carroceria e cesto aéreo",67.0,398.0,392.0,407.0
GDI_0685.pdf,para_blocks,2,5,text,,0,Tabela 1. Em relação às dimensões gerais do caminhão um pré-requisito definido foi que o mesmo tivesse a menor,66.0,414.0,531.0,424.0
GDI_0685.pdf,preproc_blocks,2,5,text,,0,Tabela 1. Em relação às dimensões gerais do caminhão um pré-requisito definido foi que o mesmo tivesse a menor,66.0,414.0,531.0,424.0
GDI_0685.pdf,para_blocks,2,5,text,,1,"distância entre eixos (entre os centros dos eixos dianteiro e traseiro) possível, para assim diminuir o raio de giro e",66.0,424.0,531.0,434.0
GDI_0685.pdf,preproc_blocks,2,5,text,,1,"distância entre eixos (entre os centros dos eixos dianteiro e traseiro) possível, para assim diminuir o raio de giro e",66.0,424.0,531.0,434.0
GDI_0685.pdf,para_blocks,2,5,text,,2,"facilitar o esterçamento do caminhão em ruas estreitas. Assim, chegou-se a uma distância entre eixos de 3.850 mm",67.0,435.0,530.0,444.0
GDI_0685.pdf,preproc_blocks,2,5,text,,2,"facilitar o esterçamento do caminhão em ruas estreitas. Assim, chegou-se a uma distância entre eixos de 3.850 mm",67.0,435.0,530.0,444.0
GDI_0685.pdf,para_blocks,2,5,text,,3,obtendo um raio de giro máximo de 9.000 mm.,67.0,446.0,253.0,455.0
GDI_0685.pdf,preproc_blocks,2,5,text,,3,obtendo um raio de giro máximo de 9.000 mm.,67.0,446.0,253.0,455.0
GDI_0685.pdf,para_blocks,3,2,text,,0,"Os modelos de cesto aéreo e bomba hidráulica escolhidos foram, respectivamente, o Versalift SST-40EIH e Hybel",66.0,84.0,531.0,95.0
GDI_0685.pdf,preproc_blocks,3,2,text,,0,"Os modelos de cesto aéreo e bomba hidráulica escolhidos foram, respectivamente, o Versalift SST-40EIH e Hybel",66.0,84.0,531.0,95.0
GDI_0685.pdf,para_blocks,3,2,text,,1,do tipo “engrenagem”.,66.0,95.0,157.0,105.0
GDI_0685.pdf,preproc_blocks,3,2,text,,1,do tipo “engrenagem”.,66.0,95.0,157.0,105.0
GDI_0685.pdf,para_blocks,3,4,text,,0,Com base nos equipamentos a serem implementados foram realizados estudos para o desenvolvimento de PTO,67.0,132.0,530.0,141.0
GDI_0685.pdf,preproc_blocks,3,4,text,,0,Com base nos equipamentos a serem implementados foram realizados estudos para o desenvolvimento de PTO,67.0,132.0,530.0,141.0
GDI_0685.pdf,para_blocks,3,4,text,,1,"para energizar o conjunto cesto aéreo e bomba hidráulica. O PTO conta com um motor elétrico de 11 kW de potência,",66.0,143.0,530.0,152.0
GDI_0685.pdf,preproc_blocks,3,4,text,,1,"para energizar o conjunto cesto aéreo e bomba hidráulica. O PTO conta com um motor elétrico de 11 kW de potência,",66.0,143.0,530.0,152.0
GDI_0685.pdf,para_blocks,3,4,text,,2,"dimensionado para atender a potência mínima exigida pelo conjunto, e 1800 rpm de rotação, considerando a vazão",67.0,154.0,530.0,162.0
GDI_0685.pdf,preproc_blocks,3,4,text,,2,"dimensionado para atender a potência mínima exigida pelo conjunto, e 1800 rpm de rotação, considerando a vazão",67.0,154.0,530.0,162.0
GDI_0685.pdf,para_blocks,3,4,text,,3,"requerida de 21,6 L/m requerida pela bomba hidráulica. Ainda, o PTO conta com um inversor com entrada compatível",66.0,163.0,531.0,172.0
GDI_0685.pdf,preproc_blocks,3,4,text,,3,"requerida de 21,6 L/m requerida pela bomba hidráulica. Ainda, o PTO conta com um inversor com entrada compatível",66.0,163.0,531.0,172.0
GDI_0685.pdf,para_blocks,3,4,text,,4,"com os níveis de tensão da bateria de alta tensão (Vdc), saída trifásica no nível de tensão do motor (270 Vca) e",66.0,174.0,530.0,183.0
GDI_0685.pdf,preproc_blocks,3,4,text,,4,"com os níveis de tensão da bateria de alta tensão (Vdc), saída trifásica no nível de tensão do motor (270 Vca) e",66.0,174.0,530.0,183.0
GDI_0685.pdf,para_blocks,3,4,text,,5,"módulo de comunicação CAN compatível com a rede de comunicação do chassi, pois as funções de comando e",66.0,184.0,531.0,193.0
GDI_0685.pdf,preproc_blocks,3,4,text,,5,"módulo de comunicação CAN compatível com a rede de comunicação do chassi, pois as funções de comando e",66.0,184.0,531.0,193.0
GDI_0685.pdf,para_blocks,3,4,text,,6,"gerenciamento da segurança da aplicação são executadas em último nível pelas centrais do caminhão, e saída",66.0,195.0,531.0,204.0
GDI_0685.pdf,preproc_blocks,3,4,text,,6,"gerenciamento da segurança da aplicação são executadas em último nível pelas centrais do caminhão, e saída",66.0,195.0,531.0,204.0
GDI_0685.pdf,para_blocks,3,4,text,,7,trifásica no nível de tensão do motor.,66.0,204.0,216.0,214.0
GDI_0685.pdf,preproc_blocks,3,4,text,,7,trifásica no nível de tensão do motor.,66.0,204.0,216.0,214.0
GDI_0685.pdf,para_blocks,3,5,text,,0,Para acionamento do sistema eletro hidráulico foram implementados no caminhão elétrico 2 botões (um no cesto,66.0,220.0,531.0,230.0
GDI_0685.pdf,preproc_blocks,3,5,text,,0,Para acionamento do sistema eletro hidráulico foram implementados no caminhão elétrico 2 botões (um no cesto,66.0,220.0,531.0,230.0
GDI_0685.pdf,para_blocks,3,5,text,,1,"aéreo e outro nos controles da torre), os quais enviam sinais para o inversor iniciar a energização do motor",66.0,232.0,531.0,241.0
GDI_0685.pdf,preproc_blocks,3,5,text,,1,"aéreo e outro nos controles da torre), os quais enviam sinais para o inversor iniciar a energização do motor",66.0,232.0,531.0,241.0
GDI_0685.pdf,para_blocks,3,5,text,,2,considerando quatro requisitos para o veículo: não estar com falha no chassi; velocidade igual a 0; freio de,66.0,242.0,531.0,251.0
GDI_0685.pdf,preproc_blocks,3,5,text,,2,considerando quatro requisitos para o veículo: não estar com falha no chassi; velocidade igual a 0; freio de,66.0,242.0,531.0,251.0
GDI_0685.pdf,para_blocks,3,5,text,,3,"estacionamento acionado; e, marcha em Neutro. Existe ainda a possibilidade do operador após o posicionamento do",66.0,253.0,531.0,262.0
GDI_0685.pdf,preproc_blocks,3,5,text,,3,"estacionamento acionado; e, marcha em Neutro. Existe ainda a possibilidade do operador após o posicionamento do",66.0,253.0,531.0,262.0
GDI_0685.pdf,para_blocks,3,5,text,,4,"cesto aéreo, desligar o sistema pelo botão contido no cesto aéreo, o que reduz o consumo de bateria de alta tensão",66.0,263.0,531.0,272.0
GDI_0685.pdf,preproc_blocks,3,5,text,,4,"cesto aéreo, desligar o sistema pelo botão contido no cesto aéreo, o que reduz o consumo de bateria de alta tensão",66.0,263.0,531.0,272.0
GDI_0685.pdf,para_blocks,3,5,text,,5,e impacta positivamente na autonomia do veículo.,66.0,273.0,267.0,282.0
GDI_0685.pdf,preproc_blocks,3,5,text,,5,e impacta positivamente na autonomia do veículo.,66.0,273.0,267.0,282.0
GDI_0685.pdf,para_blocks,3,6,text,,0,"Baseado no consumo elétrico do chassi do caminhão e nas cargas auxiliares (farol, lanternas, rádio, etc.) ainda foi",67.0,289.0,531.0,299.0
GDI_0685.pdf,preproc_blocks,3,6,text,,0,"Baseado no consumo elétrico do chassi do caminhão e nas cargas auxiliares (farol, lanternas, rádio, etc.) ainda foi",67.0,289.0,531.0,299.0
GDI_0685.pdf,para_blocks,3,6,text,,1,"realizado o balanço energético e dimensionado um conversor DC/DC (potência de 2,5 kW e tensão de 28 V) para",66.0,300.0,531.0,309.0
GDI_0685.pdf,preproc_blocks,3,6,text,,1,"realizado o balanço energético e dimensionado um conversor DC/DC (potência de 2,5 kW e tensão de 28 V) para",66.0,300.0,531.0,309.0
GDI_0685.pdf,para_blocks,3,6,text,,2,atender as características da aplicação.,67.0,310.0,225.0,319.0
GDI_0685.pdf,preproc_blocks,3,6,text,,2,atender as características da aplicação.,67.0,310.0,225.0,319.0
GDI_0685.pdf,para_blocks,3,8,text,,0,"Como inovação, no projeto de P&D “Desenvolvimento de Caminhão Elétrico para Manutenção de Redes de",67.0,347.0,530.0,355.0
GDI_0685.pdf,preproc_blocks,3,8,text,,0,"Como inovação, no projeto de P&D “Desenvolvimento de Caminhão Elétrico para Manutenção de Redes de",67.0,347.0,530.0,355.0
GDI_0685.pdf,para_blocks,3,8,text,,1,Distribuição” foram previstas pelo veículo a realização das chamadas recargas de oportunidade na própria rede de,67.0,357.0,531.0,366.0
GDI_0685.pdf,preproc_blocks,3,8,text,,1,Distribuição” foram previstas pelo veículo a realização das chamadas recargas de oportunidade na própria rede de,67.0,357.0,531.0,366.0
GDI_0685.pdf,para_blocks,3,8,text,,2,"distribuição da Neoenergia Elektro, com o intuito de possibilitar a circulação do mesmo e a realização das atividades",66.0,368.0,531.0,377.0
GDI_0685.pdf,preproc_blocks,3,8,text,,2,"distribuição da Neoenergia Elektro, com o intuito de possibilitar a circulação do mesmo e a realização das atividades",66.0,368.0,531.0,377.0
GDI_0685.pdf,para_blocks,3,8,text,,3,de manutenção sem depender exclusivamente dos pontos de recarga fixos (eletropostos). Para viabilizar as recargas,65.0,377.0,532.0,388.0
GDI_0685.pdf,preproc_blocks,3,8,text,,3,de manutenção sem depender exclusivamente dos pontos de recarga fixos (eletropostos). Para viabilizar as recargas,65.0,377.0,532.0,388.0
GDI_0685.pdf,para_blocks,3,8,text,,4,"de oportunidade foi especificado um sistema, que conta com carregador embarcado no caminhão, um transformador,",66.0,389.0,531.0,397.0
GDI_0685.pdf,preproc_blocks,3,8,text,,4,"de oportunidade foi especificado um sistema, que conta com carregador embarcado no caminhão, um transformador,",66.0,389.0,531.0,397.0
GDI_0685.pdf,para_blocks,3,8,text,,5,elementos de proteção e os elementos para conexão na rede de distribuição de BT da concessionária. Também foi,66.0,399.0,531.0,407.0
GDI_0685.pdf,preproc_blocks,3,8,text,,5,elementos de proteção e os elementos para conexão na rede de distribuição de BT da concessionária. Também foi,66.0,399.0,531.0,407.0
GDI_0685.pdf,para_blocks,3,8,text,,6,"definido procedimento seguro e adequado, com base em ensaios laboratoriais, para a execução das recargas de",66.0,410.0,531.0,418.0
