document_id,filename,block_collection,page_index,page_number,block_index,block_type,block_level,line_index,line_text,line_text_length,span_count,line_x0,line_y0,line_x1,line_y1,line_width,line_height,line_area
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,7,abstract,,4,Estratégica nº 22/2018 que teve como intuito impulsionar a mobilidade elétrica no país.,87,1,67.0,340.0,414.0,350.0,347.0,10.0,3470.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,8,title,2.0,0,PALAVRAS-CHAVE,14,1,67.0,368.0,149.0,378.0,82.0,10.0,820.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,9,text,,0,Mobilidade elétrica; veículo elétrico; serviços de manutenção; recarga de oportunidade.,87,1,66.0,384.0,415.0,393.0,349.0,9.0,3141.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,10,title,2.0,0,1.0 INTRODUÇÃO,14,1,68.0,403.0,143.0,415.0,75.0,12.0,900.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,11,text,,0,Em 2018 foi firmada uma parceria estratégica entre a ANEEL e a Agência de Cooperação Alemã (GIZ) para a,103,1,67.0,421.0,531.0,430.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,11,text,,1,"organização da estruturação da Rede de Inovação do Setor Elétrico – RISE aplicada à Mobilidade Elétrica, com a",110,1,67.0,431.0,531.0,440.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,11,text,,2,"intenção de promover ambientes de inovação propícios à criação de produtos tecnológicos com inserção no mercado,",112,1,67.0,441.0,530.0,450.0,463.0,9.0,4167.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,11,text,,3,"através de pesquisas alinhadas com o setor industrial, de modo a impulsionar a mobilidade elétrica no Brasil. Em",112,1,67.0,452.0,531.0,460.0,464.0,8.0,3712.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,11,text,,4,"consonância, a ANEEL lançou a Chamada de Projeto de P&D Estratégico “Desenvolvimento de Soluções em",99,1,66.0,461.0,531.0,472.0,465.0,11.0,5115.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,11,text,,5,"Mobilidade Elétrica Eficiente” [1], a qual tem por objetivo a apresentação de soluções para mobilidade elétrica por",115,1,67.0,473.0,531.0,482.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,11,text,,6,"meio de modelos de negócio, equipamentos, tecnologias, serviços, sistemas ou infraestruturas para suporte ao",108,1,67.0,483.0,531.0,493.0,464.0,10.0,4640.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,11,text,,7,desenvolvimento ou à operação dos veículos elétricos ou híbridos plug-in.,73,1,66.0,493.0,362.0,503.0,296.0,10.0,2960.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,12,text,,0,"Neste sentido, com o intuito de contribuir para os objetivos propostos na temática da eletromobilidade no país e",112,1,66.0,510.0,531.0,519.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,12,text,,1,"alcançar os resultados a que se propõe [2], a Neoenergia por meio da Elektro e demais cooperadas em parceira com",112,1,65.0,519.0,532.0,529.0,467.0,10.0,4670.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,12,text,,2,"o Lactec (instituto de pesquisa), com a BYD (indústria de veículos elétricos) e a com a PLE (desenvolvedora de",110,1,66.0,530.0,531.0,539.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,12,text,,3,soluções em eletroeletrônicos) propuseram a realização de um projeto de P&D para o Desenvolvimento de Caminhão,110,1,66.0,540.0,532.0,551.0,466.0,11.0,5126.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,12,text,,4,"Elétrico para Manutenção de Redes de Distribuição, com conjunto inteligente para o gerenciamento da recarga e",109,1,65.0,550.0,532.0,561.0,467.0,11.0,5137.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,12,text,,5,sistema seguro e eficiente para recargas do veículo na própria rede da concessionária [3].,90,1,66.0,561.0,427.0,570.0,361.0,9.0,3249.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,13,text,,0,"Desta forma, neste trabalho estão apresentadas as etapas realizadas para a implementação de inovações no",104,1,66.0,577.0,531.0,587.0,465.0,10.0,4650.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,13,text,,1,"caminhão elétrico comercializado internacionalmente para aplicação em manutenção de redes de distribuição, o que",112,1,66.0,587.0,531.0,598.0,465.0,11.0,5115.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,13,text,,2,inclui a integração de braço hidráulico e cesto aéreo e sistema seguro e eficiente para recargas de oportunidade do,115,1,67.0,599.0,531.0,607.0,464.0,8.0,3712.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,13,text,,3,veículo na própria rede de distribuição da concessionária.,58,1,66.0,609.0,298.0,618.0,232.0,9.0,2088.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,14,title,2.0,0,2.0 DESENVOLVIMENTO,19,1,66.0,630.0,173.0,641.0,107.0,11.0,1177.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,15,text,,0,2.1 Estudos para definição dos requisitos e características para aprimoramento do caminhão e do carregador,106,1,66.0,650.0,505.0,660.0,439.0,10.0,4390.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,16,text,,0,O veículo escolhido para as implementações necessárias ao desenvolvimento do caminhão elétrico para manutenção,110,1,66.0,666.0,531.0,676.0,465.0,10.0,4650.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,16,text,,1,"de redes de distribuição é o caminhão BYD modelo T7 com pack de baterias de aproximadamente 160 kW, que pode",108,1,67.0,678.0,530.0,685.0,463.0,7.0,3241.0
gdi_0685,GDI_0685.pdf,preproc_blocks,0,1,16,text,,2,ser observado na Figura 1.,26,1,66.0,687.0,175.0,696.0,109.0,9.0,981.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,0,O primeiro passo no desenvolvimento de um veículo comercial de carga é a definição do Peso Bruto Total (PBT),108,1,66.0,248.0,531.0,258.0,465.0,10.0,4650.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,1,"para chassi rígido. O Peso em Ordem de Marcha (POM) do veículo em questão é de 4.750 kg, que corresponde ao",107,1,67.0,259.0,531.0,268.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,2,"peso próprio do caminhão considerando que todos os reservatórios (de expansão do sistema de arrefecimento, de",109,1,67.0,268.0,531.0,277.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,3,"óleo do sistema de direção, etc.) por exemplo estejam com pelo menos 90% de sua capacidade preenchida. Com",106,1,67.0,279.0,530.0,288.0,463.0,9.0,4167.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,4,"isso, através da subtração do POM do PBT do veículo obteve-se uma carga líquida para transporte de 7.050kg (carga",113,1,66.0,288.0,531.0,299.0,465.0,11.0,5115.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,5,líquida = 11.800kg – 4.750kg) para o caminhão elétrico de manutenção de redes de distribuição. Outro fator,106,1,67.0,298.0,531.0,307.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,6,importante a ser considerado em veículos comerciais é a distribuição de carga por eixo. O CONTRAN – Conselho,108,1,67.0,309.0,531.0,317.0,464.0,8.0,3712.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,7,"Nacional de Trânsito, de acordo com a resolução n° 210 e resolução n° 211 ambas de 13/11/2006, diz que veículos",111,1,66.0,318.0,531.0,327.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,8,da categoria do T7 com PBT de até 16.000kg permitem o peso máximo de 6.000 kg no eixo dianteiro e 10.000 kg no,110,1,67.0,329.0,530.0,337.0,463.0,8.0,3704.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,9,"eixo traseiro. Assim, considerando as limitações de peso impostas pelo CONTRAN, foi realizado o estudo de",105,1,67.0,339.0,531.0,348.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,10,"distribuição de cargas considerando o conjunto caminhão (T7), carroceria e cesto aéreo (Figura 3) para o",104,1,66.0,348.0,532.0,358.0,466.0,10.0,4660.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,11,"desenvolvimento do caminhão elétrico para manutenção de redes de distribuição, que apresentou como resultado",108,1,67.0,358.0,531.0,367.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,12,"que com a implementação do cesto aéreo o peso do veículo completo atinge 7.440 kg, ultrapassando o peso mínimo",110,1,67.0,369.0,531.0,378.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,13,de 5.940 kg exigidos para estabilidade do veículo e em uma distribuição de carga por eixo que atende a especificação,116,1,66.0,378.0,531.0,388.0,465.0,10.0,4650.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,14,"técnica do veículo e à norma brasileira do CONTRAN no que se refere a transferência de carga máxima ao solo,",108,1,67.0,388.0,530.0,397.0,463.0,9.0,4167.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,4,text,,15,"conforme pode-se verificar na Figura 2 – Conjunto caminhão, carroceria e cesto aéreo",84,1,67.0,398.0,392.0,407.0,325.0,9.0,2925.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,5,text,,0,Tabela 1. Em relação às dimensões gerais do caminhão um pré-requisito definido foi que o mesmo tivesse a menor,110,1,66.0,414.0,531.0,424.0,465.0,10.0,4650.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,5,text,,1,"distância entre eixos (entre os centros dos eixos dianteiro e traseiro) possível, para assim diminuir o raio de giro e",118,1,66.0,424.0,531.0,434.0,465.0,10.0,4650.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,5,text,,2,"facilitar o esterçamento do caminhão em ruas estreitas. Assim, chegou-se a uma distância entre eixos de 3.850 mm",112,1,67.0,435.0,530.0,444.0,463.0,9.0,4167.0
gdi_0685,GDI_0685.pdf,preproc_blocks,1,2,5,text,,3,obtendo um raio de giro máximo de 9.000 mm.,43,1,67.0,446.0,253.0,455.0,186.0,9.0,1674.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,2,text,,0,"Os modelos de cesto aéreo e bomba hidráulica escolhidos foram, respectivamente, o Versalift SST-40EIH e Hybel",109,1,66.0,84.0,531.0,95.0,465.0,11.0,5115.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,2,text,,1,do tipo “engrenagem”.,21,1,66.0,95.0,157.0,105.0,91.0,10.0,910.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,3,title,2.0,0,2.1.1 Desenvolvimento de PTO (power take off),45,1,67.0,117.0,257.0,126.0,190.0,9.0,1710.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,4,text,,0,Com base nos equipamentos a serem implementados foram realizados estudos para o desenvolvimento de PTO,102,1,67.0,132.0,530.0,141.0,463.0,9.0,4167.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,4,text,,1,"para energizar o conjunto cesto aéreo e bomba hidráulica. O PTO conta com um motor elétrico de 11 kW de potência,",113,1,66.0,143.0,530.0,152.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,4,text,,2,"dimensionado para atender a potência mínima exigida pelo conjunto, e 1800 rpm de rotação, considerando a vazão",110,1,67.0,154.0,530.0,162.0,463.0,8.0,3704.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,4,text,,3,"requerida de 21,6 L/m requerida pela bomba hidráulica. Ainda, o PTO conta com um inversor com entrada compatível",112,1,66.0,163.0,531.0,172.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,4,text,,4,"com os níveis de tensão da bateria de alta tensão (Vdc), saída trifásica no nível de tensão do motor (270 Vca) e",112,1,66.0,174.0,530.0,183.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,4,text,,5,"módulo de comunicação CAN compatível com a rede de comunicação do chassi, pois as funções de comando e",102,1,66.0,184.0,531.0,193.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,4,text,,6,"gerenciamento da segurança da aplicação são executadas em último nível pelas centrais do caminhão, e saída",106,1,66.0,195.0,531.0,204.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,4,text,,7,trifásica no nível de tensão do motor.,38,1,66.0,204.0,216.0,214.0,150.0,10.0,1500.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,5,text,,0,Para acionamento do sistema eletro hidráulico foram implementados no caminhão elétrico 2 botões (um no cesto,108,1,66.0,220.0,531.0,230.0,465.0,10.0,4650.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,5,text,,1,"aéreo e outro nos controles da torre), os quais enviam sinais para o inversor iniciar a energização do motor",108,1,66.0,232.0,531.0,241.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,5,text,,2,considerando quatro requisitos para o veículo: não estar com falha no chassi; velocidade igual a 0; freio de,108,1,66.0,242.0,531.0,251.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,5,text,,3,"estacionamento acionado; e, marcha em Neutro. Existe ainda a possibilidade do operador após o posicionamento do",111,1,66.0,253.0,531.0,262.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,5,text,,4,"cesto aéreo, desligar o sistema pelo botão contido no cesto aéreo, o que reduz o consumo de bateria de alta tensão",114,1,66.0,263.0,531.0,272.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,5,text,,5,e impacta positivamente na autonomia do veículo.,48,1,66.0,273.0,267.0,282.0,201.0,9.0,1809.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,6,text,,0,"Baseado no consumo elétrico do chassi do caminhão e nas cargas auxiliares (farol, lanternas, rádio, etc.) ainda foi",115,1,67.0,289.0,531.0,299.0,464.0,10.0,4640.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,6,text,,1,"realizado o balanço energético e dimensionado um conversor DC/DC (potência de 2,5 kW e tensão de 28 V) para",107,1,66.0,300.0,531.0,309.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,6,text,,2,atender as características da aplicação.,40,1,67.0,310.0,225.0,319.0,158.0,9.0,1422.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,7,title,2.0,0,2.2 Sistema embarcado para recargas de oportunidade,51,1,66.0,331.0,288.0,340.0,222.0,9.0,1998.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,8,text,,0,"Como inovação, no projeto de P&D “Desenvolvimento de Caminhão Elétrico para Manutenção de Redes de",98,1,67.0,347.0,530.0,355.0,463.0,8.0,3704.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,8,text,,1,Distribuição” foram previstas pelo veículo a realização das chamadas recargas de oportunidade na própria rede de,112,1,67.0,357.0,531.0,366.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,8,text,,2,"distribuição da Neoenergia Elektro, com o intuito de possibilitar a circulação do mesmo e a realização das atividades",117,1,66.0,368.0,531.0,377.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,8,text,,3,de manutenção sem depender exclusivamente dos pontos de recarga fixos (eletropostos). Para viabilizar as recargas,113,1,65.0,377.0,532.0,388.0,467.0,11.0,5137.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,8,text,,4,"de oportunidade foi especificado um sistema, que conta com carregador embarcado no caminhão, um transformador,",110,1,66.0,389.0,531.0,397.0,465.0,8.0,3720.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,8,text,,5,elementos de proteção e os elementos para conexão na rede de distribuição de BT da concessionária. Também foi,109,1,66.0,399.0,531.0,407.0,465.0,8.0,3720.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,8,text,,6,"definido procedimento seguro e adequado, com base em ensaios laboratoriais, para a execução das recargas de",107,1,66.0,410.0,531.0,418.0,465.0,8.0,3720.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,8,text,,7,oportunidade. Na Figura 3 pode ser visualizado uma ilustração do sistema para recargas de oportunidade do,105,1,65.0,419.0,531.0,429.0,466.0,10.0,4660.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,8,text,,8,caminhão elétrico.,18,1,66.0,430.0,140.0,439.0,74.0,9.0,666.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,11,text,,0,O carregador embarcado definido para a implementação é o modelo BYD de 40 kW – 380 V que permite realizar a,107,1,67.0,633.0,531.0,642.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,11,text,,1,recarga total ou parcial do veículo diretamente de secundário dos transformadores da rede de distribuição. Como o,113,1,66.0,644.0,531.0,653.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,11,text,,2,secundário dos transformadores de distribuição são trifásicos 220 V também foi necessário embarcar um,101,1,66.0,654.0,531.0,663.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,11,text,,3,"transformador elevador para adequar o nível de tensão requerido para o carregador (380-220 V). Ainda,",101,1,66.0,665.0,531.0,674.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,11,text,,4,"equipamentos acessórios para a conexão na rede compreendem o sistema, tais como: carretel retrátil à mola",105,1,66.0,675.0,531.0,684.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,11,text,,5,embarcado; cabo tetrapolar flexível; carretilha de sustentação; e conectores.,77,1,67.0,686.0,372.0,695.0,305.0,9.0,2745.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,12,text,,0,A disponibilidade de potência na rede para as recargas de oportunidade foi objeto de estudo e resultou em,105,1,67.0,702.0,531.0,711.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,2,3,12,text,,1,metodologia própria com base na realização de simulações computacionais do sistema elétrico.,92,1,67.0,713.0,450.0,721.0,383.0,8.0,3064.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,2,text,,0,O procedimento elaborado para a conexão segura e eficiente do caminhão à rede de BT para as recargas de,103,1,66.0,84.0,532.0,96.0,466.0,12.0,5592.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,2,text,,1,oportunidade foi testado e validado em laboratório e foi desenvolvido seguindo as normas e regulamentações de,109,1,67.0,96.0,531.0,105.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,2,text,,2,"segurança vigentes ([4], [5]).",30,1,66.0,105.0,182.0,117.0,116.0,12.0,1392.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,5,title,2.0,0,2.3 Fabricação e implementação,30,1,66.0,287.0,199.0,298.0,133.0,11.0,1463.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,6,text,,0,A fabricação de duas unidades de caminhão elétrico aconteceu na cidade de Shenzhen nas dependências da fábrica,110,1,67.0,303.0,530.0,312.0,463.0,9.0,4167.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,6,text,,1,"da BYD China entre o período de junho e julho de 2021, com supervisão da equipe BYD Brasil e seguiu os",102,1,67.0,314.0,531.0,322.0,464.0,8.0,3712.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,6,text,,2,procedimentos estabelecidos pela fabricante no que tange às características convencionais do caminhão de,104,1,66.0,324.0,531.0,333.0,465.0,9.0,4185.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,6,text,,3,“mercado” vendido. Quanto às características específicas para o atendimento às necessidades do projeto de PD,108,1,68.0,334.0,531.0,343.0,463.0,9.0,4167.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,6,text,,4,foram conduzidas de forma particular e em acordo com os requisitos apresentados na seção 2.1 deste trabalho. As,111,1,66.0,345.0,530.0,353.0,464.0,8.0,3712.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,6,text,,5,principais etapas de fabricação foram:,38,1,67.0,356.0,219.0,364.0,152.0,8.0,1216.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,7,text,,0," Montagem estrutural, no quadro de longarinas do chassi;",57,1,87.0,366.0,331.0,375.0,244.0,9.0,2196.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,8,text,,0, Passagens dos chicotes que fazem parte do sistema de baixa tensão do caminhão de montagem dos eixos;,102,1,85.0,376.0,531.0,387.0,446.0,11.0,4906.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,9,text,,0,Motor elétrico de tração;,25,1,101.0,387.0,201.0,398.0,100.0,11.0,1100.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,10,text,,0, Sistema de freio;,19,1,85.0,398.0,171.0,408.0,86.0,10.0,860.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,11,text,,0, Montagem da tubulação e componentes do sistema de refrigeração de baterias;,77,1,87.0,411.0,423.0,419.0,336.0,8.0,2688.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,12,text,,0,Montagem do sistema de alta tensão na estrutura do chassi do caminhão: responsável por fornecer energia,103,1,102.0,421.0,531.0,430.0,429.0,9.0,3861.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,12,text,,1,suficiente para impulsionar o motor de tração e também por alimentar alguns componentes elétricos de,100,1,102.0,431.0,531.0,440.0,429.0,9.0,3861.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,12,text,,2,"baixa tensão do caminhão. A bateria é feita de ferro fosfato lítio, tem capacidade de 174 kWh e a tensão de",107,1,103.0,442.0,531.0,450.0,428.0,8.0,3424.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,12,text,,3,"512V. Ela fornece energia em padrão corrente contínua, que é transformada em corrente alternada pelo",100,1,103.0,452.0,531.0,461.0,428.0,9.0,3852.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,12,text,,4,"controlador do motor, para alimentação do motor de tração;",58,1,103.0,462.0,342.0,471.0,239.0,9.0,2151.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,13,text,,0, Finalização do chassi e seus sistemas (ver Figura 5);,55,1,85.0,473.0,316.0,483.0,231.0,10.0,2310.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,14,text,,0, Manufatura da cabine e acabamentos (ver Figura 5).,52,1,86.0,483.0,313.0,494.0,227.0,11.0,2497.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,17,text,,0,Após a fabricação os veículos foram transportados para o Brasil. Na BYD Brasil foi realizada a inspeção dos veículos,116,1,67.0,681.0,531.0,690.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,17,text,,1,e aprovação quanto aos requisitos previamente definidos. N sequencia foi realizada a implementação do conjunto,110,1,67.0,692.0,531.0,701.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,3,4,17,text,,2,"cesto aéreo e bomba hidráulica, do PTO (inversor, motor auxiliar) e do sistema para recargas de oportunidade.",109,1,67.0,702.0,510.0,711.0,443.0,9.0,3987.0
gdi_0685,GDI_0685.pdf,preproc_blocks,4,5,5,title,2.0,0,2.4 TESTES,10,1,66.0,344.0,118.0,355.0,52.0,11.0,572.0
gdi_0685,GDI_0685.pdf,preproc_blocks,4,5,6,text,,0,"Os protótipos foram submetidos em laboratório a testes de segurança, confiabilidade e autonomia. O cesto aéreo foi",114,1,67.0,360.0,531.0,369.0,464.0,9.0,4176.0
gdi_0685,GDI_0685.pdf,preproc_blocks,4,5,6,text,,1,"aprovado nos ensaios de emissão acústica (ABNT NBR 16593 [6]), estabilidade e de alta tensão (ambos ABNT NBR",108,1,65.0,370.0,532.0,380.0,467.0,10.0,4670.0
